,user_id,last_seen,gender,age_group,level,start_date
12188,1000-0023-3319-FAKE,14/07/2015,MALE,25-29,1,14/07/2015
12189,1000-0023-1835-FAKE,12/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12190,1000-0023-6214-FAKE,08/08/2015,FEMALE,18-24,5,19/07/2015
12191,1000-0023-1614-FAKE,27/07/2015,UNKNOWN,UNKNOWN,2,12/07/2015
12192,1000-0023-5056-FAKE,20/07/2015,UNKNOWN,UNKNOWN,1,17/07/2015
12193,1000-0023-3256-FAKE,14/07/2015,UNKNOWN,UNKNOWN,1,14/07/2015
12194,1000-0023-6656-FAKE,20/07/2015,FEMALE,18-24,1,20/07/2015
12195,1000-0013-6388-FAKE,02/08/2015,FEMALE,25-29,39,17/02/2015
12196,1000-0023-9639-FAKE,24/07/2015,UNKNOWN,UNKNOWN,1,24/07/2015
12197,1000-0023-3335-FAKE,15/07/2015,MALE,35-39,1,15/07/2015
12198,1000-0023-8077-FAKE,22/07/2015,UNKNOWN,UNKNOWN,1,21/07/2015
12199,1000-0017-9593-FAKE,30/07/2015,FEMALE,30-34,36,23/04/2015
12200,1000-0023-1577-FAKE,28/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12201,1000-0017-0306-FAKE,18/07/2015,FEMALE,50-64,12,09/04/2015
12202,1000-0023-6571-FAKE,19/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12203,1000-0023-7704-FAKE,21/07/2015,MALE,35-39,1,21/07/2015
12204,1000-0023-6350-FAKE,19/07/2015,MALE,18-24,1,19/07/2015
12205,1000-0023-9301-FAKE,25/07/2015,MALE,50-64,1,23/07/2015
12206,1000-0023-3275-FAKE,14/07/2015,UNKNOWN,UNKNOWN,1,14/07/2015
12207,1000-0023-6685-FAKE,27/07/2015,UNKNOWN,UNKNOWN,1,20/07/2015
12208,1000-0023-6513-FAKE,24/07/2015,FEMALE,40-49,1,19/07/2015
12209,1000-0023-7745-FAKE,21/07/2015,FEMALE,18-24,1,21/07/2015
12210,1000-0023-7987-FAKE,01/08/2015,MALE,35-39,2,21/07/2015
12211,1000-0023-6265-FAKE,20/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12212,1000-0023-9466-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,23/07/2015
12213,1000-0023-0144-FAKE,27/07/2015,FEMALE,50-64,2,10/07/2015
12214,1000-0023-9685-FAKE,29/07/2015,UNKNOWN,UNKNOWN,1,24/07/2015
12215,1000-0023-0286-FAKE,24/07/2015,MALE,18-24,3,10/07/2015
12216,1000-0023-8186-FAKE,22/07/2015,UNKNOWN,UNKNOWN,1,22/07/2015
12217,1000-0023-9564-FAKE,24/07/2015,UNKNOWN,UNKNOWN,1,24/07/2015
12218,1000-0023-1840-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12219,1000-0023-6540-FAKE,19/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12220,1000-0003-5053-FAKE,17/08/2015,FEMALE,40-49,98,18/10/2014
12221,1000-0023-9652-FAKE,24/07/2015,MALE,50-64,1,24/07/2015
12222,1000-0023-3390-FAKE,15/07/2015,UNKNOWN,UNKNOWN,1,14/07/2015
12223,1000-0023-5090-FAKE,19/07/2015,UNKNOWN,UNKNOWN,1,17/07/2015
12224,1000-0023-1790-FAKE,15/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12225,1000-0023-4929-FAKE,28/07/2015,FEMALE,40-49,1,17/07/2015
12226,1000-0023-8134-FAKE,27/07/2015,UNKNOWN,UNKNOWN,1,22/07/2015
12227,1000-0023-3534-FAKE,17/07/2015,MALE,50-64,1,15/07/2015
12228,1000-0023-3334-FAKE,25/07/2015,UNKNOWN,UNKNOWN,2,15/07/2015
12229,1000-0023-4834-FAKE,21/07/2015,UNKNOWN,UNKNOWN,3,17/07/2015
12230,1000-0023-0150-FAKE,20/07/2015,FEMALE,50-64,1,10/07/2015
12231,1000-0023-9628-FAKE,24/07/2015,UNKNOWN,UNKNOWN,1,24/07/2015
12232,1000-0023-9428-FAKE,25/07/2015,UNKNOWN,UNKNOWN,1,23/07/2015
12233,1000-0023-4855-FAKE,17/07/2015,UNKNOWN,UNKNOWN,1,17/07/2015
12234,1000-0023-1655-FAKE,02/08/2015,FEMALE,50-64,2,12/07/2015
12235,1000-0023-0097-FAKE,20/07/2015,FEMALE,40-49,3,10/07/2015
12236,1000-0023-6297-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12237,1000-0023-9797-FAKE,03/08/2015,UNKNOWN,UNKNOWN,1,24/07/2015
12238,1000-0023-1997-FAKE,13/07/2015,FEMALE,40-49,1,12/07/2015
12239,1000-0023-9510-FAKE,18/08/2015,FEMALE,40-49,6,23/07/2015
12240,1000-0023-7912-FAKE,22/07/2015,UNKNOWN,UNKNOWN,1,21/07/2015
12241,1000-0023-5082-FAKE,24/07/2015,UNKNOWN,UNKNOWN,1,17/07/2015
12242,1000-0023-3333-FAKE,26/07/2015,UNKNOWN,UNKNOWN,2,15/07/2015
12243,1000-0023-1633-FAKE,12/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12244,1000-0023-6433-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12245,1000-0023-1833-FAKE,26/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12246,1000-0023-3212-FAKE,30/07/2015,UNKNOWN,UNKNOWN,6,14/07/2015
12247,1000-0023-4712-FAKE,21/07/2015,FEMALE,35-39,2,16/07/2015
12248,1000-0023-1512-FAKE,13/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12249,1000-0023-9363-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,23/07/2015
12250,1000-0023-0454-FAKE,11/07/2015,UNKNOWN,UNKNOWN,1,10/07/2015
12251,1000-0023-8064-FAKE,22/07/2015,UNKNOWN,UNKNOWN,1,21/07/2015
12252,1000-0017-8060-FAKE,11/08/2015,FEMALE,25-29,27,21/04/2015
12253,1000-0023-3419-FAKE,19/07/2015,UNKNOWN,UNKNOWN,2,15/07/2015
12254,1000-0023-7719-FAKE,31/07/2015,UNKNOWN,UNKNOWN,2,21/07/2015
12255,1000-0023-6519-FAKE,22/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12256,1000-0017-6478-FAKE,27/07/2015,MALE,40-49,23,19/04/2015
12257,1000-0023-6560-FAKE,26/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12258,1000-0023-3507-FAKE,16/07/2015,UNKNOWN,UNKNOWN,1,15/07/2015
12259,1000-0017-3425-FAKE,31/07/2015,FEMALE,13-17,35,14/04/2015
12260,1000-0023-6515-FAKE,21/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12261,1000-0023-0402-FAKE,27/07/2015,FEMALE,18-24,4,10/07/2015
12262,1000-0023-1702-FAKE,21/07/2015,MALE,13-17,1,12/07/2015
12263,1000-0023-9693-FAKE,24/07/2015,UNKNOWN,UNKNOWN,1,24/07/2015
12264,1000-0023-7744-FAKE,22/07/2015,FEMALE,40-49,1,21/07/2015
12265,1000-0023-1644-FAKE,28/07/2015,MALE,50-64,1,12/07/2015
12266,1000-0017-7870-FAKE,05/08/2015,FEMALE,40-49,27,21/04/2015
12267,1000-0023-9423-FAKE,18/08/2015,UNKNOWN,UNKNOWN,6,23/07/2015
12268,1000-0023-7896-FAKE,10/08/2015,UNKNOWN,UNKNOWN,3,21/07/2015
12269,1000-0023-7996-FAKE,22/07/2015,UNKNOWN,UNKNOWN,1,21/07/2015
12270,1000-0023-7797-FAKE,24/07/2015,MALE,35-39,1,21/07/2015
12271,1000-0023-0475-FAKE,22/07/2015,MALE,25-29,3,10/07/2015
12272,1000-0023-3375-FAKE,29/07/2015,FEMALE,18-24,4,15/07/2015
12273,1000-0023-1775-FAKE,30/07/2015,MALE,40-49,3,12/07/2015
12274,1000-0023-0204-FAKE,14/07/2015,MALE,13-17,1,10/07/2015
12275,1000-0023-7709-FAKE,23/07/2015,FEMALE,50-64,1,21/07/2015
12276,1000-0023-6496-FAKE,19/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12277,1000-0023-9396-FAKE,23/07/2015,MALE,13-17,1,23/07/2015
12278,1000-0017-0167-FAKE,27/07/2015,FEMALE,30-34,12,09/04/2015
12279,1000-0023-1545-FAKE,24/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12280,1000-0023-0446-FAKE,11/07/2015,UNKNOWN,UNKNOWN,1,10/07/2015
12281,1000-0023-9351-FAKE,05/08/2015,FEMALE,13-17,5,23/07/2015
12282,1000-0023-8011-FAKE,25/07/2015,FEMALE,25-29,2,22/07/2015
12283,1000-0023-3311-FAKE,14/07/2015,UNKNOWN,UNKNOWN,1,14/07/2015
12284,1000-0023-7711-FAKE,21/07/2015,MALE,18-24,1,21/07/2015
12285,1000-0023-3511-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,15/07/2015
12286,1000-0023-6203-FAKE,19/07/2015,MALE,50-64,1,19/07/2015
12287,1000-0023-0194-FAKE,20/07/2015,MALE,25-29,1,10/07/2015
12288,1000-0023-6653-FAKE,20/07/2015,UNKNOWN,UNKNOWN,1,20/07/2015
12289,1000-0023-0494-FAKE,11/07/2015,UNKNOWN,UNKNOWN,1,11/07/2015
12290,1000-0023-9332-FAKE,23/07/2015,MALE,30-34,1,23/07/2015
12291,1000-0023-0232-FAKE,18/07/2015,MALE,18-24,1,10/07/2015
12292,1000-0023-7732-FAKE,23/07/2015,MALE,18-24,1,21/07/2015
12293,1000-0023-9532-FAKE,17/08/2015,FEMALE,35-39,6,23/07/2015
12294,1000-0023-4932-FAKE,20/07/2015,UNKNOWN,UNKNOWN,1,17/07/2015
12295,1000-0023-9353-FAKE,24/07/2015,FEMALE,40-49,1,23/07/2015
12296,1000-0023-6295-FAKE,25/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12297,1000-0023-4695-FAKE,28/07/2015,UNKNOWN,UNKNOWN,3,16/07/2015
12298,1000-0023-4795-FAKE,21/07/2015,UNKNOWN,UNKNOWN,1,17/07/2015
12299,1000-0023-6387-FAKE,19/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12300,1000-0023-3139-FAKE,15/07/2015,UNKNOWN,UNKNOWN,1,14/07/2015
12301,1000-0023-1839-FAKE,17/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12302,1000-0023-1539-FAKE,18/07/2015,FEMALE,25-29,1,12/07/2015
12303,1000-0023-9659-FAKE,30/07/2015,FEMALE,18-24,1,24/07/2015
12304,1000-0017-7879-FAKE,26/07/2015,FEMALE,18-24,19,21/04/2015
12305,1000-0017-3479-FAKE,24/07/2015,FEMALE,35-39,16,14/04/2015
12306,1000-0023-0336-FAKE,14/07/2015,MALE,50-64,1,10/07/2015
12307,1000-0023-6301-FAKE,15/08/2015,FEMALE,13-17,5,19/07/2015
12308,1000-0023-1801-FAKE,15/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12309,1000-0023-9762-FAKE,06/08/2015,FEMALE,40-49,3,24/07/2015
12310,1000-0023-5022-FAKE,03/08/2015,UNKNOWN,UNKNOWN,4,17/07/2015
12311,1000-0023-9745-FAKE,24/07/2015,MALE,18-24,1,24/07/2015
12312,1000-0023-3222-FAKE,17/07/2015,UNKNOWN,UNKNOWN,1,14/07/2015
12313,1000-0023-1922-FAKE,25/07/2015,MALE,18-24,3,12/07/2015
12314,1000-0023-4722-FAKE,16/07/2015,UNKNOWN,UNKNOWN,1,16/07/2015
12315,1000-0023-3201-FAKE,17/07/2015,UNKNOWN,UNKNOWN,1,14/07/2015
12316,1000-0023-4964-FAKE,21/07/2015,UNKNOWN,UNKNOWN,2,17/07/2015
12317,1000-0007-0356-FAKE,15/08/2015,FEMALE,40-49,82,18/11/2014
12318,1000-0023-9548-FAKE,24/07/2015,UNKNOWN,UNKNOWN,1,24/07/2015
12319,1000-0023-3343-FAKE,31/07/2015,FEMALE,25-29,5,15/07/2015
12320,1000-0023-7843-FAKE,21/07/2015,MALE,50-64,1,21/07/2015
12321,1000-0023-4685-FAKE,19/07/2015,UNKNOWN,UNKNOWN,2,16/07/2015
12322,1000-0023-1985-FAKE,21/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12323,1000-0023-5064-FAKE,16/08/2015,UNKNOWN,UNKNOWN,11,17/07/2015
12324,1000-0023-0464-FAKE,31/07/2015,UNKNOWN,UNKNOWN,8,11/07/2015
12325,1000-0023-3264-FAKE,14/07/2015,UNKNOWN,UNKNOWN,1,14/07/2015
12326,1000-0023-9764-FAKE,24/07/2015,MALE,30-34,1,24/07/2015
12327,1000-0023-1664-FAKE,18/07/2015,FEMALE,35-39,2,12/07/2015
12328,1000-0023-9529-FAKE,24/07/2015,UNKNOWN,UNKNOWN,1,23/07/2015
12329,1000-0023-1929-FAKE,14/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12330,1000-0023-6208-FAKE,21/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12331,1000-0013-2073-FAKE,28/07/2015,UNKNOWN,UNKNOWN,47,19/02/2015
12332,1000-0023-9450-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,23/07/2015
12333,1000-0023-4941-FAKE,17/07/2015,MALE,30-34,1,17/07/2015
12334,1000-0023-7932-FAKE,31/07/2015,MALE,30-34,5,21/07/2015
12335,1000-0023-1973-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12336,1000-0023-0452-FAKE,16/07/2015,UNKNOWN,UNKNOWN,1,11/07/2015
12337,1000-0023-8152-FAKE,22/07/2015,UNKNOWN,UNKNOWN,1,22/07/2015
12338,1000-0023-0198-FAKE,11/07/2015,FEMALE,30-34,1,10/07/2015
12339,1000-0023-4652-FAKE,29/07/2015,UNKNOWN,UNKNOWN,2,16/07/2015
12340,1000-0023-7952-FAKE,01/08/2015,MALE,35-39,3,22/07/2015
12341,1000-0023-9735-FAKE,04/08/2015,MALE,35-39,2,24/07/2015
12342,1000-0023-0394-FAKE,23/07/2015,UNKNOWN,UNKNOWN,2,22/07/2015
12343,1000-0023-8094-FAKE,06/08/2015,MALE,35-39,2,22/07/2015
12344,1000-0023-9794-FAKE,24/07/2015,MALE,35-39,1,24/07/2015
12345,1000-0023-9594-FAKE,24/07/2015,UNKNOWN,UNKNOWN,1,24/07/2015
12346,1000-0023-2073-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12347,1000-0023-9614-FAKE,25/07/2015,UNKNOWN,UNKNOWN,1,24/07/2015
12348,1000-0023-0373-FAKE,11/07/2015,FEMALE,35-39,1,10/07/2015
12349,1000-0023-4673-FAKE,14/08/2015,MALE,50-64,8,16/07/2015
12350,1000-0023-3473-FAKE,21/07/2015,UNKNOWN,UNKNOWN,1,15/07/2015
12351,1000-0023-2007-FAKE,27/07/2015,UNKNOWN,UNKNOWN,2,12/07/2015
12352,1000-0023-0407-FAKE,28/07/2015,UNKNOWN,UNKNOWN,1,11/07/2015
12353,1000-0023-7707-FAKE,21/07/2015,FEMALE,18-24,1,21/07/2015
12354,1000-0023-4607-FAKE,18/07/2015,UNKNOWN,UNKNOWN,1,16/07/2015
12355,1000-0023-9658-FAKE,28/07/2015,MALE,18-24,1,24/07/2015
12356,1000-0023-1649-FAKE,12/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12357,1000-0023-7728-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,21/07/2015
12358,1000-0023-3528-FAKE,15/07/2015,UNKNOWN,UNKNOWN,1,15/07/2015
12359,1000-0023-9479-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,23/07/2015
12360,1000-0023-3362-FAKE,07/08/2015,FEMALE,40-49,4,15/07/2015
12361,1000-0023-3341-FAKE,15/07/2015,MALE,25-29,1,15/07/2015
12362,1000-0023-4887-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,17/07/2015
12363,1000-0023-0410-FAKE,04/08/2015,UNKNOWN,UNKNOWN,4,10/07/2015
12364,1000-0023-0210-FAKE,14/07/2015,FEMALE,18-24,1,10/07/2015
12365,1000-0023-1810-FAKE,12/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12366,1000-0023-6231-FAKE,16/08/2015,UNKNOWN,UNKNOWN,5,19/07/2015
12367,1000-0023-9631-FAKE,02/08/2015,UNKNOWN,UNKNOWN,3,24/07/2015
12368,1000-0023-5010-FAKE,17/07/2015,UNKNOWN,UNKNOWN,1,17/07/2015
12369,1000-0023-2042-FAKE,12/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12370,1000-0023-6542-FAKE,21/07/2015,MALE,18-24,1,20/07/2015
12371,1000-0023-0442-FAKE,02/08/2015,MALE,40-49,3,10/07/2015
12372,1000-0023-1942-FAKE,23/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12373,1000-0023-1842-FAKE,12/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12374,1000-0023-3489-FAKE,15/07/2015,MALE,40-49,1,15/07/2015
12375,1000-0023-8126-FAKE,24/07/2015,FEMALE,25-29,1,22/07/2015
12376,1000-0023-0221-FAKE,19/07/2015,MALE,40-49,2,10/07/2015
12377,1000-0023-4621-FAKE,16/07/2015,UNKNOWN,UNKNOWN,1,16/07/2015
12378,1000-0023-0063-FAKE,13/07/2015,FEMALE,18-24,1,10/07/2015
12379,1000-0023-1563-FAKE,13/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12380,1000-0023-6263-FAKE,19/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12381,1000-0023-1963-FAKE,14/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12382,1000-0023-9763-FAKE,30/07/2015,UNKNOWN,UNKNOWN,1,24/07/2015
12383,1000-0023-7929-FAKE,08/08/2015,FEMALE,30-34,3,22/07/2015
12384,1000-0023-0018-FAKE,14/07/2015,MALE,35-39,1,10/07/2015
12385,1000-0023-6518-FAKE,18/08/2015,UNKNOWN,UNKNOWN,10,19/07/2015
12386,1000-0023-7718-FAKE,21/07/2015,MALE,40-49,1,21/07/2015
12387,1000-0023-4761-FAKE,05/08/2015,FEMALE,18-24,3,17/07/2015
12388,1000-0023-6567-FAKE,25/07/2015,UNKNOWN,UNKNOWN,2,20/07/2015
12389,1000-0023-3300-FAKE,19/07/2015,UNKNOWN,UNKNOWN,1,14/07/2015
12390,1000-0023-2000-FAKE,12/07/2015,MALE,35-39,1,12/07/2015
12391,1000-0023-4600-FAKE,16/07/2015,UNKNOWN,UNKNOWN,1,16/07/2015
12392,1000-0023-6500-FAKE,19/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12393,1000-0023-9306-FAKE,03/08/2015,MALE,13-17,3,23/07/2015
12394,1000-0023-7906-FAKE,21/07/2015,UNKNOWN,UNKNOWN,1,21/07/2015
12395,1000-0023-1706-FAKE,28/07/2015,FEMALE,50-64,5,12/07/2015
12396,1000-0023-6393-FAKE,20/07/2015,FEMALE,25-29,1,19/07/2015
12397,1000-0023-8193-FAKE,22/07/2015,MALE,30-34,1,22/07/2015
12398,1000-0023-6593-FAKE,15/08/2015,FEMALE,13-17,5,20/07/2015
12399,1000-0023-7749-FAKE,21/07/2015,UNKNOWN,UNKNOWN,1,21/07/2015
12400,1000-0023-0427-FAKE,05/08/2015,FEMALE,25-29,5,10/07/2015
12401,1000-0023-3127-FAKE,18/07/2015,UNKNOWN,UNKNOWN,1,14/07/2015
12402,1000-0023-4627-FAKE,19/07/2015,UNKNOWN,UNKNOWN,1,16/07/2015
12403,1000-0023-1927-FAKE,12/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12404,1000-0023-0006-FAKE,15/07/2015,FEMALE,18-24,1,10/07/2015
12405,1000-0023-7869-FAKE,21/07/2015,MALE,30-34,1,21/07/2015
12406,1000-0023-8048-FAKE,23/07/2015,FEMALE,40-49,1,22/07/2015
12407,1000-0023-6448-FAKE,19/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12408,1000-0023-4648-FAKE,24/07/2015,FEMALE,18-24,2,16/07/2015
12409,1000-0023-0269-FAKE,10/08/2015,MALE,50-64,6,10/07/2015
12410,1000-0023-9478-FAKE,29/07/2015,UNKNOWN,UNKNOWN,1,23/07/2015
12411,1000-0023-7910-FAKE,03/08/2015,FEMALE,50-64,2,21/07/2015
12412,1000-0023-4870-FAKE,23/07/2015,FEMALE,50-64,2,17/07/2015
12413,1000-0023-4630-FAKE,20/07/2015,UNKNOWN,UNKNOWN,1,16/07/2015
12414,1000-0023-8045-FAKE,14/08/2015,FEMALE,25-29,5,22/07/2015
12415,1000-0023-3151-FAKE,16/07/2015,UNKNOWN,UNKNOWN,1,14/07/2015
12416,1000-0023-6351-FAKE,06/08/2015,UNKNOWN,UNKNOWN,3,19/07/2015
12417,1000-0023-4825-FAKE,23/07/2015,FEMALE,50-64,3,17/07/2015
12418,1000-0023-0030-FAKE,24/07/2015,MALE,30-34,1,10/07/2015
12419,1000-0023-3330-FAKE,18/07/2015,FEMALE,18-24,1,14/07/2015
12420,1000-0023-8072-FAKE,14/08/2015,UNKNOWN,UNKNOWN,7,21/07/2015
12421,1000-0023-9372-FAKE,29/07/2015,UNKNOWN,UNKNOWN,2,23/07/2015
12422,1000-0023-0272-FAKE,17/08/2015,FEMALE,25-29,5,10/07/2015
12423,1000-0023-1572-FAKE,12/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12424,1000-0023-1972-FAKE,18/07/2015,UNKNOWN,UNKNOWN,1,12/07/2015
12425,1000-0023-9615-FAKE,12/08/2015,UNKNOWN,UNKNOWN,2,24/07/2015
12426,1000-0023-7983-FAKE,31/07/2015,UNKNOWN,UNKNOWN,1,21/07/2015
12427,1000-0023-1683-FAKE,19/07/2015,UNKNOWN,UNKNOWN,2,12/07/2015
12428,1000-0023-3262-FAKE,29/07/2015,UNKNOWN,UNKNOWN,1,14/07/2015
12429,1000-0023-5062-FAKE,26/07/2015,FEMALE,50-64,2,17/07/2015
12430,1000-0023-4817-FAKE,17/07/2015,UNKNOWN,UNKNOWN,1,17/07/2015
12431,1000-0023-0338-FAKE,30/07/2015,MALE,30-34,2,10/07/2015
12432,1000-0023-9638-FAKE,24/07/2015,UNKNOWN,UNKNOWN,1,24/07/2015
12433,1000-0023-6617-FAKE,30/07/2015,UNKNOWN,UNKNOWN,2,20/07/2015
12434,1000-0023-6317-FAKE,19/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12435,1000-0023-9459-FAKE,29/07/2015,MALE,18-24,1,23/07/2015
12436,1000-0023-3259-FAKE,14/07/2015,FEMALE,35-39,1,14/07/2015
12437,1000-0023-7859-FAKE,25/07/2015,FEMALE,50-64,1,21/07/2015
12438,1000-0017-3424-FAKE,09/08/2015,FEMALE,18-24,37,14/04/2015
12439,1000-0023-1532-FAKE,12/07/2015,MALE,18-24,1,12/07/2015
12440,1000-0023-7819-FAKE,24/07/2015,FEMALE,18-24,1,21/07/2015
12441,1000-0023-8191-FAKE,13/08/2015,UNKNOWN,UNKNOWN,2,22/07/2015
12442,1000-0023-8125-FAKE,22/07/2015,FEMALE,50-64,1,22/07/2015
12443,1000-0023-8120-FAKE,22/07/2015,UNKNOWN,UNKNOWN,1,22/07/2015
12444,1000-0023-4920-FAKE,18/07/2015,UNKNOWN,UNKNOWN,1,17/07/2015
12445,1000-0023-1562-FAKE,04/08/2015,FEMALE,25-29,7,12/07/2015
12446,1000-0023-0462-FAKE,11/07/2015,UNKNOWN,UNKNOWN,1,11/07/2015
12447,1000-0023-4962-FAKE,29/07/2015,UNKNOWN,UNKNOWN,3,17/07/2015
12448,1000-0023-7862-FAKE,22/07/2015,MALE,18-24,1,21/07/2015
12449,1000-0023-9645-FAKE,24/07/2015,UNKNOWN,UNKNOWN,1,24/07/2015
12450,1000-0023-6241-FAKE,26/07/2015,UNKNOWN,UNKNOWN,1,19/07/2015
12451,1000-0023-7741-FAKE,21/07/2015,MALE,18-24,1,21/07/2015
12452,1000-0023-3378-FAKE,16/07/2015,FEMALE,40-49,1,15/07/2015
12453,1000-0023-7841-FAKE,21/07/2015,UNKNOWN,UNKNOWN,1,21/07/2015
12454,1000-0024-3917-FAKE,11/08/2015,MALE,30-34,3,30/07/2015
12455,1000-0024-9817-FAKE,12/08/2015,UNKNOWN,UNKNOWN,2,04/08/2015
12456,1000-0024-5162-FAKE,09/08/2015,UNKNOWN,UNKNOWN,2,31/07/2015
12457,1000-0024-4062-FAKE,30/07/2015,MALE,40-49,1,30/07/2015
12458,1000-0014-2567-FAKE,15/08/2015,FEMALE,40-49,48,26/02/2015
12459,1000-0024-6783-FAKE,02/08/2015,UNKNOWN,UNKNOWN,1,02/08/2015
12460,1000-0024-5283-FAKE,10/08/2015,MALE,40-49,2,31/07/2015
12461,1000-0024-9839-FAKE,15/08/2015,FEMALE,18-24,1,04/08/2015
12462,1000-0024-0559-FAKE,25/07/2015,UNKNOWN,UNKNOWN,1,25/07/2015
12463,1000-0024-5217-FAKE,04/08/2015,UNKNOWN,UNKNOWN,1,31/07/2015
12464,1000-0024-0955-FAKE,26/07/2015,MALE,30-34,1,26/07/2015
12465,1000-0024-3617-FAKE,30/07/2015,UNKNOWN,UNKNOWN,1,30/07/2015
12466,1000-0018-2365-FAKE,23/07/2015,FEMALE,18-24,14,27/04/2015
12467,1000-0024-3938-FAKE,31/07/2015,UNKNOWN,UNKNOWN,1,30/07/2015
12468,1000-0024-4038-FAKE,30/07/2015,UNKNOWN,UNKNOWN,1,30/07/2015
12469,1000-0024-8538-FAKE,03/08/2015,MALE,18-24,1,03/08/2015
12470,1000-0024-5597-FAKE,06/08/2015,MALE,50-64,1,01/08/2015
12471,1000-0024-2283-FAKE,28/07/2015,UNKNOWN,UNKNOWN,1,28/07/2015
12472,1000-0024-2117-FAKE,28/07/2015,UNKNOWN,UNKNOWN,1,28/07/2015
12473,1000-0010-7169-FAKE,01/08/2015,FEMALE,25-29,69,23/12/2014
12474,1000-0024-8662-FAKE,03/08/2015,UNKNOWN,UNKNOWN,1,03/08/2015
12475,1000-0024-5620-FAKE,01/08/2015,UNKNOWN,UNKNOWN,1,01/08/2015
12476,1000-0024-2520-FAKE,02/08/2015,FEMALE,30-34,2,29/07/2015
12477,1000-0024-3820-FAKE,31/07/2015,FEMALE,50-64,1,30/07/2015
12478,1000-0024-4020-FAKE,15/08/2015,FEMALE,30-34,4,30/07/2015
12479,1000-0024-2320-FAKE,29/07/2015,UNKNOWN,UNKNOWN,1,28/07/2015
12480,1000-0024-7120-FAKE,17/08/2015,UNKNOWN,UNKNOWN,5,02/08/2015
12481,1000-0024-6770-FAKE,10/08/2015,UNKNOWN,UNKNOWN,1,02/08/2015
12482,1000-0024-2327-FAKE,04/08/2015,FEMALE,40-49,1,29/07/2015
12483,1000-0024-2127-FAKE,28/07/2015,FEMALE,13-17,1,28/07/2015
12484,1000-0024-9827-FAKE,04/08/2015,MALE,18-24,1,04/08/2015
12485,1000-0024-2217-FAKE,28/07/2015,UNKNOWN,UNKNOWN,1,28/07/2015
12486,1000-0020-3732-FAKE,20/07/2015,FEMALE,50-64,10,29/05/2015
12487,1000-0018-7097-FAKE,18/07/2015,FEMALE,25-29,14,04/05/2015
12488,1000-0024-9909-FAKE,04/08/2015,UNKNOWN,UNKNOWN,1,04/08/2015
12489,1000-0024-0506-FAKE,26/07/2015,UNKNOWN,UNKNOWN,1,25/07/2015
12490,1000-0020-5553-FAKE,18/08/2015,FEMALE,35-39,12,01/06/2015
12491,1000-0024-9875-FAKE,11/08/2015,UNKNOWN,UNKNOWN,1,04/08/2015
